track_id,track_name,artist_name,album_name,release_date,genre,duration_ms,popularity,danceability,energy,loudness,mode,tempo,stream_count,country,explicit,label
SP0529,SZA Track 529,SZA,SZA Album 6,2025-05-20,R&B,296633,85,0.86,0.5,-10.78,0,94,3514556843,USA,0,Top Dawg
SP0530,Drake Track 530,Drake,Drake Album 3,2021-08-21,Hip-Hop,290325,75,0.7,0.78,-4.89,0,91,1302432406,Australia,0,OVO Sound
SP0531,Post Track 531,Post Malone,Post Album 3,2024-01-04,Pop,159956,88,0.93,0.7,-4.26,0,105,1276291262,Japan,0,Republic Records
SP0532,Bad Track 532,Bad Bunny,Bad Album 7,2018-02-21,Latin,228969,91,0.83,0.77,-7.01,1,84,2103781592,Japan,1,Rimas
SP0533,Metro Track 533,Metro Boomin,Metro Album 1,2025-04-23,Hip-Hop,258492,61,0.69,0.62,-11.43,1,140,512256641,Australia,1,Boominati
SP0534,Post Track 534,Post Malone,Post Album 5,2024-01-06,Pop,170384,90,0.65,0.57,-10.02,1,157,3675556107,Australia,0,Republic Records
SP0535,Kendrick Track 535,Kendrick Lamar,Kendrick Album 6,2024-07-27,Hip-Hop,243817,70,0.78,0.6,-5.26,1,96,754279636,Canada,0,Interscope
SP0536,21 Track 536,21 Savage,21 Album 7,2025-02-26,Hip-Hop,249427,79,0.61,0.75,-3.01,1,113,1543491749,India,0,Epic Records
SP0537,Metro Track 537,Metro Boomin,Metro Album 7,2018-02-11,Hip-Hop,149876,99,0.6,0.75,-7.62,1,125,3314435774,USA,1,Boominati
SP0538,Travis Track 538,Travis Scott,Travis Album 8,2019-12-02,Hip-Hop,239835,67,0.94,0.86,-6.51,0,151,190257367,UK,0,Epic Records
SP0539,Taylor Track 539,Taylor Swift,Taylor Album 5,2021-06-06,Pop,235741,92,0.72,0.91,-10.61,1,122,3528268770,India,0,Republic Records
SP0540,The Track 540,The Weeknd,The Album 1,2025-07-25,R&B,184308,90,0.65,0.72,-11.23,1,133,1558951618,Canada,0,XO
SP0541,Metro Track 541,Metro Boomin,Metro Album 7,2024-04-05,Hip-Hop,228372,86,0.9,0.95,-7.35,1,83,1910861022,India,0,Boominati
SP0542,Metro Track 542,Metro Boomin,Metro Album 6,2019-02-11,Hip-Hop,225290,70,0.7,0.66,-11.67,0,153,258291317,Brazil,1,Boominati
SP0543,SZA Track 543,SZA,SZA Album 6,2022-12-24,R&B,210218,60,0.87,0.93,-6.51,0,169,1744900802,Australia,0,Top Dawg
SP0544,Metro Track 544,Metro Boomin,Metro Album 7,2025-12-12,Hip-Hop,171719,79,0.54,0.73,-8.49,0,146,2332676339,Brazil,0,Boominati
SP0545,Taylor Track 545,Taylor Swift,Taylor Album 3,2022-09-11,Pop,126139,61,0.9,0.74,-9.67,1,134,2180137829,UK,0,Republic Records
SP0546,Bad Track 546,Bad Bunny,Bad Album 6,2022-11-17,Latin,152456,63,0.84,0.95,-7.96,0,138,1465909264,Canada,0,Rimas
SP0547,Bad Track 547,Bad Bunny,Bad Album 3,2022-05-22,Latin,219002,93,0.83,0.51,-7.35,0,126,1961244854,UK,0,Rimas
SP0548,SZA Track 548,SZA,SZA Album 1,2024-02-03,R&B,231381,68,0.71,0.69,-8.68,1,155,2410751218,Japan,1,Top Dawg
SP0549,21 Track 549,21 Savage,21 Album 8,2025-11-14,Hip-Hop,248330,86,0.87,0.53,-10.86,1,96,3035910483,UK,0,Epic Records
SP0550,Post Track 550,Post Malone,Post Album 3,2025-01-24,Pop,266545,83,0.91,0.51,-4.33,0,95,1597359626,Brazil,0,Republic Records
SP0551,Metro Track 551,Metro Boomin,Metro Album 5,2020-02-12,Hip-Hop,218162,79,0.63,0.46,-10.71,1,86,3850787093,Brazil,1,Boominati
SP0552,The Track 552,The Weeknd,The Album 1,2020-12-16,R&B,152067,95,0.66,0.91,-8.24,1,152,1952933372,Germany,1,XO
SP0553,Post Track 553,Post Malone,Post Album 8,2020-03-17,Pop,237946,88,0.57,0.84,-11.2,1,129,1009964079,Japan,1,Republic Records
SP0554,Metro Track 554,Metro Boomin,Metro Album 5,2018-11-15,Hip-Hop,289323,65,0.89,0.82,-6.85,1,151,2780939734,UK,0,Boominati
SP0555,The Track 555,The Weeknd,The Album 4,2018-10-17,R&B,244737,92,0.9,0.51,-3.57,0,82,1190955041,Canada,0,XO
SP0556,21 Track 556,21 Savage,21 Album 6,2025-02-26,Hip-Hop,225328,97,0.52,0.91,-11.79,1,103,1792138375,USA,1,Epic Records
SP0557,SZA Track 557,SZA,SZA Album 2,2022-02-04,R&B,262024,70,0.63,0.55,-5.09,0,119,1759238945,India,0,Top Dawg
SP0558,21 Track 558,21 Savage,21 Album 1,2023-03-01,Hip-Hop,198125,84,0.54,0.53,-3.96,1,128,3565122209,UK,0,Epic Records
SP0559,The Track 559,The Weeknd,The Album 4,2021-10-19,R&B,249231,92,0.84,0.65,-10.96,0,120,2006401878,Japan,0,XO
SP0560,Post Track 560,Post Malone,Post Album 4,2018-07-21,Pop,124881,77,0.75,0.76,-11.09,0,118,2450596445,Japan,1,Republic Records
SP0561,Taylor Track 561,Taylor Swift,Taylor Album 3,2021-03-12,Pop,184267,94,0.93,0.96,-7.0,0,80,3500278186,Australia,1,Republic Records
SP0562,Travis Track 562,Travis Scott,Travis Album 5,2018-01-16,Hip-Hop,276727,76,0.88,0.65,-8.84,0,154,3620711120,Brazil,0,Epic Records
SP0563,Travis Track 563,Travis Scott,Travis Album 7,2019-05-03,Hip-Hop,152237,68,0.83,0.98,-4.1,0,158,2178186443,Germany,1,Epic Records
SP0564,Kendrick Track 564,Kendrick Lamar,Kendrick Album 6,2025-05-08,Hip-Hop,209556,73,0.71,0.77,-11.86,0,162,3971067014,USA,1,Interscope
SP0565,Drake Track 565,Drake,Drake Album 7,2018-11-06,Hip-Hop,265697,91,0.84,0.74,-4.91,0,148,142918578,Australia,0,OVO Sound
SP0566,Bad Track 566,Bad Bunny,Bad Album 7,2024-10-12,Latin,166448,60,0.56,0.65,-10.26,0,108,3201781111,USA,1,Rimas
SP0567,Bad Track 567,Bad Bunny,Bad Album 5,2021-02-27,Latin,177972,74,0.94,0.96,-11.67,1,170,3046404466,Canada,0,Rimas
SP0568,The Track 568,The Weeknd,The Album 5,2024-02-28,R&B,269186,92,0.72,0.74,-6.06,0,88,2536147677,India,0,XO
SP0569,Travis Track 569,Travis Scott,Travis Album 4,2022-10-28,Hip-Hop,257122,77,0.59,0.81,-3.07,1,167,2415679803,Australia,0,Epic Records
SP0570,SZA Track 570,SZA,SZA Album 7,2018-06-14,R&B,191836,67,0.81,0.7,-8.75,0,108,211711625,Brazil,1,Top Dawg
SP0571,Metro Track 571,Metro Boomin,Metro Album 7,2025-06-01,Hip-Hop,171015,81,0.54,0.75,-11.77,0,168,1830294127,UK,0,Boominati
SP0572,The Track 572,The Weeknd,The Album 2,2020-06-10,R&B,284100,100,0.54,0.7,-4.73,1,112,1071516500,UK,1,XO
SP0573,The Track 573,The Weeknd,The Album 6,2023-01-27,R&B,256229,75,0.92,0.86,-6.42,0,160,1927514747,UK,0,XO
SP0574,Drake Track 574,Drake,Drake Album 2,2018-07-11,Hip-Hop,153432,63,0.91,0.68,-9.29,1,88,447346137,USA,0,OVO Sound
SP0575,Kendrick Track 575,Kendrick Lamar,Kendrick Album 7,2024-07-04,Hip-Hop,181108,98,0.85,0.78,-7.92,1,134,3789305645,UK,1,Interscope
SP0576,Drake Track 576,Drake,Drake Album 4,2025-09-11,Hip-Hop,148313,66,0.51,0.83,-6.66,0,153,551086971,Brazil,1,OVO Sound
SP0577,SZA Track 577,SZA,SZA Album 8,2025-12-20,R&B,168738,75,0.56,0.47,-10.85,1,145,2809051568,Germany,1,Top Dawg
SP0578,21 Track 578,21 Savage,21 Album 5,2020-03-16,Hip-Hop,278159,81,0.63,0.96,-7.34,0,87,1029570931,USA,1,Epic Records
SP0579,Bad Track 579,Bad Bunny,Bad Album 4,2021-04-21,Latin,137931,81,0.59,0.7,-5.77,1,156,2983894808,Germany,1,Rimas
SP0580,21 Track 580,21 Savage,21 Album 3,2022-07-11,Hip-Hop,147485,89,0.89,0.93,-7.54,0,161,967885462,Canada,1,Epic Records
SP0581,21 Track 581,21 Savage,21 Album 6,2021-04-16,Hip-Hop,218543,73,0.68,0.89,-11.94,0,89,1547111540,USA,0,Epic Records
SP0582,Travis Track 582,Travis Scott,Travis Album 6,2022-08-07,Hip-Hop,131509,61,0.59,0.6,-10.03,1,102,1469505001,Canada,0,Epic Records
SP0583,The Track 583,The Weeknd,The Album 5,2018-03-27,R&B,146526,61,0.87,0.52,-6.11,0,123,912962666,Brazil,1,XO
SP0584,The Track 584,The Weeknd,The Album 3,2023-06-22,R&B,258130,99,0.9,0.92,-11.41,0,96,3424061436,Canada,0,XO
SP0585,Metro Track 585,Metro Boomin,Metro Album 6,2024-12-12,Hip-Hop,277168,87,0.94,0.58,-11.58,0,148,1273505268,India,1,Boominati
SP0586,The Track 586,The Weeknd,The Album 5,2018-11-26,R&B,153150,92,0.94,0.92,-10.12,0,140,3407307187,UK,0,XO
SP0587,Metro Track 587,Metro Boomin,Metro Album 6,2024-11-25,Hip-Hop,250701,93,0.71,0.62,-8.64,1,143,2044775794,Brazil,1,Boominati
SP0588,21 Track 588,21 Savage,21 Album 4,2018-04-08,Hip-Hop,238510,75,0.68,0.61,-4.0,0,127,1103194763,UK,0,Epic Records
SP0589,Taylor Track 589,Taylor Swift,Taylor Album 6,2022-08-17,Pop,180339,97,0.52,0.72,-8.97,1,139,1867597666,Japan,1,Republic Records
SP0590,Post Track 590,Post Malone,Post Album 1,2023-05-13,Pop,167072,88,0.61,0.79,-8.77,0,117,3628954007,UK,1,Republic Records
SP0591,The Track 591,The Weeknd,The Album 6,2019-02-03,R&B,130035,94,0.59,0.55,-9.04,1,167,3641172532,Brazil,0,XO
SP0592,21 Track 592,21 Savage,21 Album 5,2020-12-24,Hip-Hop,122237,79,0.63,0.63,-3.03,1,154,3264752295,USA,1,Epic Records
SP0593,Metro Track 593,Metro Boomin,Metro Album 4,2020-07-08,Hip-Hop,175017,90,0.61,0.76,-7.03,1,139,1473121724,UK,1,Boominati
SP0594,The Track 594,The Weeknd,The Album 4,2024-12-14,R&B,234997,88,0.88,0.47,-10.75,0,119,3178848623,USA,1,XO
SP0595,Bad Track 595,Bad Bunny,Bad Album 7,2023-04-14,Latin,299768,85,0.84,0.82,-9.3,0,152,3383086122,USA,0,Rimas
SP0596,Travis Track 596,Travis Scott,Travis Album 7,2023-10-21,Hip-Hop,219960,73,0.93,0.48,-8.52,1,93,1422362910,Australia,1,Epic Records
SP0597,Taylor Track 597,Taylor Swift,Taylor Album 3,2020-02-22,Pop,128404,98,0.72,0.55,-11.37,1,116,894300678,Canada,1,Republic Records
SP0598,Metro Track 598,Metro Boomin,Metro Album 6,2019-08-02,Hip-Hop,255929,60,0.58,0.91,-8.3,0,94,564642058,Japan,1,Boominati
SP0599,Taylor Track 599,Taylor Swift,Taylor Album 4,2024-04-05,Pop,201200,87,0.87,0.8,-10.57,1,155,881761712,Australia,1,Republic Records
SP0600,The Track 600,The Weeknd,The Album 2,2018-03-15,R&B,224657,98,0.86,0.73,-3.81,1,138,1997261847,USA,0,XO
SP0601,Kendrick Track 601,Kendrick Lamar,Kendrick Album 5,2025-06-23,Hip-Hop,222521,99,0.87,0.9,-8.26,0,159,3159258807,Japan,1,Interscope
SP0602,SZA Track 602,SZA,SZA Album 2,2020-12-19,R&B,223167,62,0.61,0.91,-9.54,1,165,3945462811,UK,0,Top Dawg
SP0603,Post Track 603,Post Malone,Post Album 6,2024-09-04,Pop,140062,66,0.73,0.86,-8.31,0,112,900656381,USA,1,Republic Records
SP0604,Drake Track 604,Drake,Drake Album 8,2019-11-23,Hip-Hop,219917,81,0.84,0.9,-8.43,0,112,502558512,India,1,OVO Sound
SP0605,Post Track 605,Post Malone,Post Album 2,2025-08-03,Pop,263767,75,0.82,0.68,-7.76,1,100,742674578,USA,0,Republic Records
SP0606,Travis Track 606,Travis Scott,Travis Album 7,2022-02-18,Hip-Hop,164159,64,0.8,0.46,-9.54,1,125,774247480,Canada,0,Epic Records
SP0607,Metro Track 607,Metro Boomin,Metro Album 1,2021-08-23,Hip-Hop,286406,93,0.79,0.83,-3.93,1,168,1334242560,Australia,0,Boominati
SP0608,21 Track 608,21 Savage,21 Album 7,2018-01-25,Hip-Hop,172884,75,0.67,0.58,-11.18,1,83,72534560,Germany,0,Epic Records
SP0609,Taylor Track 609,Taylor Swift,Taylor Album 3,2021-02-26,Pop,163790,62,0.69,0.51,-9.06,0,159,899570659,Japan,1,Republic Records
SP0610,Taylor Track 610,Taylor Swift,Taylor Album 6,2021-04-04,Pop,204768,71,0.51,0.8,-11.89,0,138,955305958,UK,1,Republic Records
SP0611,21 Track 611,21 Savage,21 Album 4,2023-01-03,Hip-Hop,227766,79,0.85,0.71,-3.09,0,112,416924807,Germany,1,Epic Records
SP0612,Travis Track 612,Travis Scott,Travis Album 6,2023-03-21,Hip-Hop,294685,90,0.53,0.46,-3.79,1,128,2204840568,Canada,0,Epic Records
SP0613,The Track 613,The Weeknd,The Album 2,2018-10-25,R&B,200962,75,0.83,0.85,-6.42,0,97,1618566723,Australia,1,XO
SP0614,The Track 614,The Weeknd,The Album 1,2020-07-07,R&B,182407,98,0.94,0.69,-4.1,0,115,1373818175,USA,1,XO
SP0615,Kendrick Track 615,Kendrick Lamar,Kendrick Album 6,2018-04-28,Hip-Hop,209844,75,0.59,0.48,-3.74,0,167,3000491448,Canada,1,Interscope
SP0616,Metro Track 616,Metro Boomin,Metro Album 1,2023-03-15,Hip-Hop,136938,91,0.53,0.55,-6.29,0,106,549280391,UK,0,Boominati
SP0617,21 Track 617,21 Savage,21 Album 2,2021-04-17,Hip-Hop,231736,89,0.64,0.83,-9.8,0,157,1079315552,Brazil,1,Epic Records
SP0618,21 Track 618,21 Savage,21 Album 5,2025-11-07,Hip-Hop,246136,65,0.93,0.64,-8.6,1,136,1825470908,Japan,0,Epic Records
SP0619,Post Track 619,Post Malone,Post Album 2,2018-07-14,Pop,198703,98,0.74,0.74,-10.42,1,139,1323604086,Australia,1,Republic Records
SP0620,SZA Track 620,SZA,SZA Album 3,2025-02-11,R&B,243013,72,0.57,0.55,-11.88,1,142,1747551584,Japan,1,Top Dawg
SP0621,Bad Track 621,Bad Bunny,Bad Album 2,2024-08-10,Latin,227161,62,0.95,0.52,-3.61,0,104,3286848975,Japan,1,Rimas
SP0622,Bad Track 622,Bad Bunny,Bad Album 6,2025-11-23,Latin,135126,84,0.92,0.84,-9.82,0,126,2719921249,USA,0,Rimas
SP0623,Kendrick Track 623,Kendrick Lamar,Kendrick Album 5,2025-11-05,Hip-Hop,184858,98,0.76,0.8,-10.55,0,91,2777665712,Japan,1,Interscope
SP0624,21 Track 624,21 Savage,21 Album 7,2019-09-07,Hip-Hop,163469,87,0.61,0.61,-3.29,1,155,1332759155,Japan,0,Epic Records
SP0625,Taylor Track 625,Taylor Swift,Taylor Album 4,2023-03-09,Pop,224325,79,0.5,0.54,-7.57,0,88,3333203607,Japan,1,Republic Records
SP0626,Kendrick Track 626,Kendrick Lamar,Kendrick Album 6,2024-03-06,Hip-Hop,168863,68,0.59,0.55,-3.46,1,152,3507694488,Canada,0,Interscope
SP0627,The Track 627,The Weeknd,The Album 4,2018-12-06,R&B,187987,86,0.7,0.93,-11.02,0,90,1268964802,UK,1,XO
SP0628,Taylor Track 628,Taylor Swift,Taylor Album 1,2022-02-11,Pop,273523,75,0.72,0.81,-11.09,0,114,3238950809,USA,0,Republic Records
SP0629,Taylor Track 629,Taylor Swift,Taylor Album 1,2021-09-26,Pop,218478,98,0.73,0.96,-9.61,1,140,3260910744,Germany,1,Republic Records
SP0630,Bad Track 630,Bad Bunny,Bad Album 6,2023-11-11,Latin,182808,83,0.8,0.65,-11.48,1,122,3472904162,UK,0,Rimas
SP0631,Post Track 631,Post Malone,Post Album 3,2024-12-27,Pop,126731,98,0.56,0.73,-3.44,0,127,1950973373,Australia,1,Republic Records
SP0632,The Track 632,The Weeknd,The Album 6,2018-11-27,R&B,124359,100,0.66,0.47,-4.73,1,166,1918280434,Canada,1,XO
SP0633,SZA Track 633,SZA,SZA Album 8,2019-06-14,R&B,292579,66,0.83,0.61,-10.24,0,146,3773396388,USA,0,Top Dawg
SP0634,Post Track 634,Post Malone,Post Album 8,2019-05-27,Pop,164054,88,0.93,0.71,-7.13,0,107,742004216,UK,0,Republic Records
SP0635,SZA Track 635,SZA,SZA Album 7,2018-03-11,R&B,193494,74,0.82,0.8,-3.44,0,165,593069417,Australia,0,Top Dawg
SP0636,Bad Track 636,Bad Bunny,Bad Album 2,2021-10-25,Latin,288817,81,0.67,0.83,-5.38,1,163,2767807940,Japan,0,Rimas
SP0637,The Track 637,The Weeknd,The Album 2,2022-02-10,R&B,149198,65,0.65,0.76,-10.31,0,153,1589418510,India,1,XO
SP0638,SZA Track 638,SZA,SZA Album 4,2018-05-02,R&B,221750,87,0.64,0.64,-5.89,0,146,2860753529,Canada,0,Top Dawg
SP0639,SZA Track 639,SZA,SZA Album 8,2018-09-28,R&B,202818,69,0.87,0.61,-10.03,1,98,2593274296,Brazil,0,Top Dawg
SP0640,Drake Track 640,Drake,Drake Album 2,2023-05-17,Hip-Hop,191683,96,0.72,0.89,-7.54,1,87,3489826221,Germany,0,OVO Sound
SP0641,The Track 641,The Weeknd,The Album 1,2021-12-24,R&B,166929,91,0.83,0.61,-4.66,0,82,2363396894,Japan,1,XO
SP0642,SZA Track 642,SZA,SZA Album 7,2025-06-25,R&B,222514,64,0.74,0.6,-5.73,0,169,3687575264,Japan,0,Top Dawg
SP0643,Travis Track 643,Travis Scott,Travis Album 1,2023-10-28,Hip-Hop,199711,89,0.79,0.76,-8.02,1,117,3863522356,India,0,Epic Records
SP0644,The Track 644,The Weeknd,The Album 1,2021-12-21,R&B,214955,96,0.55,0.87,-4.27,1,134,2928195168,India,0,XO
SP0645,Taylor Track 645,Taylor Swift,Taylor Album 1,2023-08-06,Pop,150761,92,0.79,0.76,-3.27,1,111,155998097,UK,0,Republic Records
SP0646,SZA Track 646,SZA,SZA Album 3,2025-05-23,R&B,291126,84,0.85,0.98,-5.96,0,139,3724699115,Japan,1,Top Dawg
SP0647,Post Track 647,Post Malone,Post Album 2,2023-01-04,Pop,141662,67,0.72,0.8,-7.41,0,155,2470938556,Australia,1,Republic Records
SP0648,Taylor Track 648,Taylor Swift,Taylor Album 7,2020-07-16,Pop,198214,96,0.56,0.62,-5.58,0,131,3501241190,USA,1,Republic Records
SP0649,Metro Track 649,Metro Boomin,Metro Album 2,2025-02-17,Hip-Hop,174385,67,0.58,0.77,-10.38,1,120,538475568,USA,0,Boominati
SP0650,21 Track 650,21 Savage,21 Album 2,2021-11-06,Hip-Hop,267455,76,0.88,0.47,-3.18,1,126,2348296830,India,1,Epic Records
SP0651,Drake Track 651,Drake,Drake Album 5,2021-05-02,Hip-Hop,292794,94,0.7,0.76,-5.74,1,157,2321592151,Canada,0,OVO Sound
SP0652,Drake Track 652,Drake,Drake Album 3,2021-01-07,Hip-Hop,198566,73,0.93,0.77,-10.06,1,115,561869438,Japan,0,OVO Sound
SP0653,Metro Track 653,Metro Boomin,Metro Album 3,2022-05-13,Hip-Hop,224873,89,0.54,0.58,-8.17,0,148,885155003,UK,1,Boominati
SP0654,The Track 654,The Weeknd,The Album 3,2023-10-22,R&B,230018,69,0.64,0.87,-8.59,0,89,1170179042,UK,0,XO
SP0655,Metro Track 655,Metro Boomin,Metro Album 2,2024-02-11,Hip-Hop,215110,81,0.85,0.53,-4.82,1,81,430678544,Japan,0,Boominati
SP0656,SZA Track 656,SZA,SZA Album 5,2019-02-06,R&B,274357,91,0.54,0.63,-6.85,1,150,1174167934,UK,0,Top Dawg
SP0657,Travis Track 657,Travis Scott,Travis Album 6,2023-07-06,Hip-Hop,297684,94,0.75,0.92,-8.38,0,113,50791313,India,0,Epic Records
SP0658,Travis Track 658,Travis Scott,Travis Album 5,2024-10-24,Hip-Hop,133858,100,0.94,0.82,-9.76,1,170,1976178433,India,1,Epic Records
SP0659,Bad Track 659,Bad Bunny,Bad Album 5,2025-09-10,Latin,232136,93,0.92,0.92,-4.67,1,161,3694744684,UK,1,Rimas
SP0660,SZA Track 660,SZA,SZA Album 2,2023-02-21,R&B,140104,75,0.93,0.54,-11.48,1,150,2126776910,USA,1,Top Dawg
SP0661,Metro Track 661,Metro Boomin,Metro Album 2,2020-08-16,Hip-Hop,226291,60,0.78,0.93,-5.29,1,169,2304907628,Germany,0,Boominati
SP0662,Metro Track 662,Metro Boomin,Metro Album 3,2018-10-15,Hip-Hop,296821,93,0.91,0.54,-8.7,0,145,1527375563,USA,1,Boominati
SP0663,Post Track 663,Post Malone,Post Album 2,2024-03-12,Pop,208593,75,0.87,0.9,-4.28,1,118,2085004731,Brazil,1,Republic Records
SP0664,The Track 664,The Weeknd,The Album 7,2018-12-21,R&B,177006,79,0.92,0.96,-7.36,0,139,3843232131,Australia,0,XO
SP0665,Bad Track 665,Bad Bunny,Bad Album 6,2018-10-15,Latin,198210,82,0.55,0.64,-5.5,1,125,48069463,UK,1,Rimas
SP0666,Post Track 666,Post Malone,Post Album 3,2021-02-17,Pop,227667,67,0.91,0.45,-5.07,1,108,2031635448,Japan,1,Republic Records
SP0667,Kendrick Track 667,Kendrick Lamar,Kendrick Album 5,2023-07-06,Hip-Hop,148493,88,0.8,0.68,-10.74,1,80,1552910061,Canada,0,Interscope
SP0668,The Track 668,The Weeknd,The Album 7,2022-01-05,R&B,230377,81,0.91,0.53,-10.21,1,165,1151600678,UK,1,XO
SP0669,Post Track 669,Post Malone,Post Album 3,2025-11-23,Pop,205167,85,0.73,0.94,-4.41,1,96,481298719,UK,0,Republic Records
SP0670,Travis Track 670,Travis Scott,Travis Album 1,2020-06-17,Hip-Hop,299421,75,0.52,0.89,-8.13,0,135,2072413300,Brazil,1,Epic Records
SP0671,Post Track 671,Post Malone,Post Album 3,2019-07-08,Pop,254018,71,0.61,0.86,-4.22,0,165,3534490597,Japan,0,Republic Records
SP0672,Post Track 672,Post Malone,Post Album 3,2019-12-24,Pop,169458,97,0.78,0.53,-10.92,1,84,1186226755,Canada,0,Republic Records
SP0673,SZA Track 673,SZA,SZA Album 2,2018-10-07,R&B,133357,84,0.68,0.61,-6.3,0,108,1453872881,Japan,1,Top Dawg
SP0674,Drake Track 674,Drake,Drake Album 5,2024-11-02,Hip-Hop,148850,77,0.66,0.95,-5.6,0,120,3854452015,USA,0,OVO Sound
SP0675,Drake Track 675,Drake,Drake Album 6,2018-01-22,Hip-Hop,175568,78,0.71,0.93,-11.09,0,112,2120058795,Germany,1,OVO Sound
SP0676,Kendrick Track 676,Kendrick Lamar,Kendrick Album 1,2019-02-22,Hip-Hop,299034,95,0.85,0.52,-8.75,1,155,2281445252,Germany,0,Interscope
SP0677,Kendrick Track 677,Kendrick Lamar,Kendrick Album 2,2021-10-13,Hip-Hop,147883,68,0.78,0.77,-11.63,0,104,3036491892,Australia,0,Interscope
SP0678,Taylor Track 678,Taylor Swift,Taylor Album 8,2023-05-24,Pop,172952,94,0.82,0.47,-10.27,1,151,1501811929,Germany,1,Republic Records
SP0679,Taylor Track 679,Taylor Swift,Taylor Album 7,2024-02-16,Pop,257301,92,0.86,0.54,-9.53,0,117,205185743,USA,0,Republic Records
SP0680,SZA Track 680,SZA,SZA Album 2,2025-11-18,R&B,163389,88,0.84,0.65,-4.99,1,157,1176058670,Canada,0,Top Dawg
SP0681,Drake Track 681,Drake,Drake Album 1,2020-10-07,Hip-Hop,254426,89,0.73,0.83,-9.67,0,117,3051930795,Brazil,0,OVO Sound
SP0682,Travis Track 682,Travis Scott,Travis Album 4,2021-01-18,Hip-Hop,196504,62,0.79,0.95,-9.5,0,114,3761150730,USA,0,Epic Records
SP0683,The Track 683,The Weeknd,The Album 6,2019-01-21,R&B,285854,98,0.94,0.62,-3.48,1,97,1763819309,Brazil,1,XO
SP0684,Drake Track 684,Drake,Drake Album 5,2018-06-08,Hip-Hop,166330,76,0.94,0.73,-3.19,0,168,1650595806,Brazil,0,OVO Sound
SP0685,Post Track 685,Post Malone,Post Album 4,2021-06-09,Pop,272479,100,0.86,0.85,-10.6,0,135,1593296780,India,1,Republic Records
SP0686,Taylor Track 686,Taylor Swift,Taylor Album 3,2025-03-15,Pop,166166,72,0.76,0.95,-10.38,1,82,1342128020,India,0,Republic Records
SP0687,SZA Track 687,SZA,SZA Album 2,2021-02-05,R&B,231776,75,0.7,0.79,-8.38,0,81,2601125930,UK,1,Top Dawg
SP0688,SZA Track 688,SZA,SZA Album 1,2018-02-27,R&B,288947,62,0.56,0.86,-9.59,0,81,3410156805,UK,1,Top Dawg
SP0689,Taylor Track 689,Taylor Swift,Taylor Album 8,2021-03-16,Pop,162767,79,0.65,0.53,-11.5,1,160,2344799664,UK,0,Republic Records
SP0690,Drake Track 690,Drake,Drake Album 2,2019-09-10,Hip-Hop,254097,86,0.56,0.93,-11.78,1,129,642977301,Germany,1,OVO Sound
SP0691,The Track 691,The Weeknd,The Album 2,2024-11-23,R&B,248927,70,0.95,0.57,-3.39,1,125,337662810,Germany,0,XO
SP0692,Bad Track 692,Bad Bunny,Bad Album 3,2019-01-20,Latin,166679,87,0.74,0.77,-5.89,0,165,2961332828,Brazil,1,Rimas
SP0693,Bad Track 693,Bad Bunny,Bad Album 6,2019-05-16,Latin,189573,64,0.85,0.91,-3.2,0,120,644711065,Japan,1,Rimas
SP0694,Post Track 694,Post Malone,Post Album 7,2019-02-19,Pop,193000,69,0.54,0.98,-10.36,1,125,1381450817,Australia,1,Republic Records
SP0695,Post Track 695,Post Malone,Post Album 6,2024-10-26,Pop,156233,75,0.67,0.74,-7.15,1,148,2313015404,Canada,1,Republic Records
SP0696,Taylor Track 696,Taylor Swift,Taylor Album 4,2024-09-19,Pop,142872,75,0.66,0.56,-4.34,1,151,2045498167,India,0,Republic Records
SP0697,Drake Track 697,Drake,Drake Album 3,2023-06-28,Hip-Hop,197253,89,0.56,0.9,-3.25,1,111,915110100,Canada,0,OVO Sound
SP0698,Travis Track 698,Travis Scott,Travis Album 3,2019-12-23,Hip-Hop,218949,61,0.81,0.68,-11.51,0,164,2507983389,UK,1,Epic Records
SP0699,21 Track 699,21 Savage,21 Album 6,2020-01-05,Hip-Hop,157035,65,0.61,0.46,-4.52,1,99,3297444025,India,1,Epic Records
SP0700,Travis Track 700,Travis Scott,Travis Album 6,2022-08-14,Hip-Hop,236385,60,0.63,0.53,-4.07,0,157,3236091368,India,0,Epic Records
SP0701,Drake Track 701,Drake,Drake Album 8,2024-07-22,Hip-Hop,265268,76,0.91,0.72,-5.62,1,100,1177490678,UK,1,OVO Sound
SP0702,Travis Track 702,Travis Scott,Travis Album 1,2021-07-20,Hip-Hop,177385,85,0.58,0.85,-6.97,0,168,2021917705,Australia,1,Epic Records
SP0703,SZA Track 703,SZA,SZA Album 6,2024-03-02,R&B,289514,87,0.59,0.51,-11.3,1,83,1038773160,Brazil,0,Top Dawg
SP0704,Metro Track 704,Metro Boomin,Metro Album 1,2019-02-07,Hip-Hop,201033,72,0.75,0.79,-11.71,1,90,2458658676,USA,1,Boominati
SP0705,Drake Track 705,Drake,Drake Album 5,2018-06-03,Hip-Hop,122222,82,0.84,0.96,-7.5,1,130,3126806763,Germany,0,OVO Sound
SP0706,Taylor Track 706,Taylor Swift,Taylor Album 2,2023-07-24,Pop,251642,69,0.51,0.87,-7.71,0,117,702447546,India,1,Republic Records
SP0707,Taylor Track 707,Taylor Swift,Taylor Album 4,2019-12-08,Pop,298640,69,0.85,0.54,-3.33,1,137,3383060563,India,1,Republic Records
